Datetime,Close
01-03-2021 10:12,562
01-03-2021 10:12,313
01-03-2021 10:12,75
01-03-2021 10:12,997
01-03-2021 10:12,65
01-03-2021 10:12,635
01-03-2021 10:12,867
01-03-2021 10:12,26
01-03-2021 10:12,928
01-03-2021 10:12,133
01-03-2021 10:12,260
01-03-2021 10:12,52
01-03-2021 10:12,557
01-03-2021 10:12,25
01-03-2021 10:12,403
01-03-2021 10:12,648
01-03-2021 10:12,56
01-03-2021 10:12,190
01-03-2021 10:12,5
01-03-2021 10:12,35337
01-03-2021 10:12,213
01-03-2021 10:12,1032
01-03-2021 10:12,138
01-03-2021 10:12,377
01-03-2021 10:12,23
01-03-2021 10:12,149
01-03-2021 10:12,344
01-03-2021 10:12,2357
01-03-2021 10:12,35
01-03-2021 10:12,355
01-03-2021 10:12,809
01-03-2021 10:12,1595
01-03-2021 10:12,16
01-03-2021 10:12,26
01-03-2021 10:12,70
01-03-2021 10:12,526
01-03-2021 10:12,222
01-03-2021 10:12,963
01-03-2021 10:12,277
01-03-2021 10:12,62
01-03-2021 10:12,237
01-03-2021 10:12,325
01-03-2021 10:12,20
01-03-2021 10:12,23
01-03-2021 10:12,295
01-03-2021 10:12,344
01-03-2021 10:12,694
01-03-2021 10:12,501
01-03-2021 10:12,93
01-03-2021 10:12,960
01-03-2021 10:12,658
01-03-2021 10:12,11
01-03-2021 10:12,1800
01-03-2021 10:12,1530
01-03-2021 10:12,16
01-03-2021 10:12,72
01-03-2021 10:12,109
01-03-2021 10:12,28
01-03-2021 10:12,429
01-03-2021 10:12,13
01-03-2021 10:12,744
01-03-2021 10:12,263
01-03-2021 10:12,19
01-03-2021 10:12,258
01-03-2021 10:12,18
01-03-2021 10:12,82
01-03-2021 10:12,11
01-03-2021 10:12,365
01-03-2021 10:12,22
01-03-2021 10:12,1335
01-03-2021 10:12,113
01-03-2021 10:12,125
01-03-2021 10:12,168
01-03-2021 10:12,35426
01-03-2021 10:12,15
01-03-2021 10:12,472
01-03-2021 10:12,102
01-03-2021 10:12,384
01-03-2021 10:12,69
01-03-2021 10:12,1136
01-03-2021 10:12,418
01-03-2021 10:12,17
01-03-2021 10:12,330
01-03-2021 10:12,1077
01-03-2021 10:12,143
01-03-2021 10:12,22
01-03-2021 10:12,919
01-03-2021 10:12,1220
01-03-2021 10:12,720
01-03-2021 10:12,13
01-03-2021 10:12,37
01-03-2021 10:12,869
01-03-2021 10:12,104
01-03-2021 10:12,1276
01-03-2021 10:12,1372
01-03-2021 10:12,931
01-03-2021 10:12,381
01-03-2021 10:12,31
01-03-2021 10:12,550
01-03-2021 10:12,1199
01-03-2021 10:12,23
01-03-2021 10:12,437
01-03-2021 10:13,37
01-03-2021 10:13,96
01-03-2021 10:13,1470
01-03-2021 10:13,1160
01-03-2021 10:13,56
01-03-2021 10:13,1016
01-03-2021 10:13,26
01-03-2021 10:13,67
01-03-2021 10:13,270
01-03-2021 10:13,210
01-03-2021 10:13,754
01-03-2021 10:13,1071
01-03-2021 10:13,58
01-03-2021 10:13,32
01-03-2021 10:13,487
01-03-2021 10:13,10
01-03-2021 10:13,1430
01-03-2021 10:13,1257
01-03-2021 10:13,879
01-03-2021 10:13,214
01-03-2021 10:13,170
01-03-2021 10:13,1300
01-03-2021 10:13,12
01-03-2021 10:13,18
01-03-2021 10:13,19
01-03-2021 10:13,490
01-03-2021 10:13,1115
01-03-2021 10:13,23
01-03-2021 10:13,953
01-03-2021 10:13,150
01-03-2021 10:13,192
01-03-2021 10:13,429
01-03-2021 10:13,21
01-03-2021 10:13,35502
01-03-2021 10:13,912
01-03-2021 10:13,1260
01-03-2021 10:13,42
01-03-2021 10:13,13
01-03-2021 10:13,485
01-03-2021 10:13,550
01-03-2021 10:13,73
01-03-2021 10:13,334
01-03-2021 10:13,30
01-03-2021 10:13,624
01-03-2021 10:13,168
01-03-2021 10:13,1210
01-03-2021 10:13,843
01-03-2021 10:13,19
01-03-2021 10:13,22
01-03-2021 10:13,715
01-03-2021 10:13,35441
01-03-2021 10:13,866
01-03-2021 10:13,599
01-03-2021 10:13,689
01-03-2021 10:13,390
01-03-2021 10:13,773
01-03-2021 10:13,193
01-03-2021 10:13,124
01-03-2021 10:13,18
01-03-2021 10:13,5
01-03-2021 10:13,1419
01-03-2021 10:13,950
01-03-2021 10:13,61
01-03-2021 10:13,1199
01-03-2021 10:13,1593
01-03-2021 10:13,904
01-03-2021 10:13,91
01-03-2021 10:13,70
01-03-2021 10:13,11
01-03-2021 10:13,52
01-03-2021 10:13,276
01-03-2021 10:13,557
01-03-2021 10:13,342
01-03-2021 10:13,20
01-03-2021 10:13,524
01-03-2021 10:13,2010
01-03-2021 10:13,1041
01-03-2021 10:13,111
01-03-2021 10:13,190
01-03-2021 10:13,1357
01-03-2021 10:13,12
01-03-2021 10:13,28
01-03-2021 10:13,34
01-03-2021 10:13,449
01-03-2021 10:13,153
01-03-2021 10:13,764
01-03-2021 10:13,219
01-03-2021 10:13,854
01-03-2021 10:13,137
01-03-2021 10:13,1993
01-03-2021 10:13,565
01-03-2021 10:13,46
01-03-2021 10:13,1013
01-03-2021 10:13,113
01-03-2021 10:13,17
01-03-2021 10:13,794
01-03-2021 10:13,856
01-03-2021 10:13,1117
01-03-2021 10:13,404
01-03-2021 10:13,81
01-03-2021 10:13,265
01-03-2021 10:13,18
01-03-2021 10:13,1598
01-03-2021 10:13,26
01-03-2021 10:13,985
01-03-2021 10:13,1523
01-03-2021 10:13,139
01-03-2021 10:13,448
01-03-2021 10:13,14
01-03-2021 10:13,118
01-03-2021 10:13,73
01-03-2021 10:13,407
01-03-2021 10:13,43
01-03-2021 10:13,1486
01-03-2021 10:13,35345
01-03-2021 10:13,189
01-03-2021 10:13,137
01-03-2021 10:13,690
01-03-2021 10:13,637
01-03-2021 10:13,24
01-03-2021 10:13,241
01-03-2021 10:13,81
01-03-2021 10:13,621
01-03-2021 10:13,11
01-03-2021 10:13,885
01-03-2021 10:13,600
01-03-2021 10:13,63
01-03-2021 10:13,85
01-03-2021 10:13,976
01-03-2021 10:13,25
01-03-2021 10:13,371
01-03-2021 10:13,820
01-03-2021 10:13,101
01-03-2021 10:13,15
01-03-2021 10:13,82
01-03-2021 10:13,172
01-03-2021 10:13,1357
01-03-2021 10:13,1325
01-03-2021 10:13,571
01-03-2021 10:13,374
01-03-2021 10:13,256
01-03-2021 10:13,269
01-03-2021 10:13,526
01-03-2021 10:13,740
01-03-2021 10:13,107
01-03-2021 10:13,431
01-03-2021 10:13,46
01-03-2021 10:13,31
01-03-2021 10:13,105
01-03-2021 10:13,759
01-03-2021 10:13,38
01-03-2021 10:13,28
01-03-2021 10:13,585
01-03-2021 10:13,10
01-03-2021 10:13,811
01-03-2021 10:13,248
01-03-2021 10:13,1213
01-03-2021 10:13,16
01-03-2021 10:13,1097
01-03-2021 10:13,724
01-03-2021 10:13,7
01-03-2021 10:13,283
01-03-2021 10:13,172
01-03-2021 10:13,15
01-03-2021 10:13,13
01-03-2021 10:13,295
01-03-2021 10:13,325
01-03-2021 10:13,232
01-03-2021 10:13,928
01-03-2021 10:13,93
01-03-2021 10:13,58
01-03-2021 10:13,873
01-03-2021 10:13,22
01-03-2021 10:13,681
01-03-2021 10:13,925
01-03-2021 10:13,309
01-03-2021 10:13,66
01-03-2021 10:13,978
01-03-2021 10:13,1115
01-03-2021 10:13,220
01-03-2021 10:13,134
01-03-2021 10:13,114
01-03-2021 10:13,51
01-03-2021 10:13,365
01-03-2021 10:13,341
01-03-2021 10:13,692
01-03-2021 10:13,360
01-03-2021 10:13,637
01-03-2021 10:13,34
01-03-2021 10:13,2669
01-03-2021 10:13,9
01-03-2021 10:13,795
01-03-2021 10:13,39
01-03-2021 10:13,536
01-03-2021 10:13,9
01-03-2021 10:14,379
01-03-2021 10:14,490
01-03-2021 10:14,877
01-03-2021 10:14,390
01-03-2021 10:14,775
01-03-2021 10:14,600
01-03-2021 10:14,57
01-03-2021 10:14,577
01-03-2021 10:14,925
01-03-2021 10:14,128
01-03-2021 10:14,17
01-03-2021 10:14,813
01-03-2021 10:14,25
01-03-2021 10:14,15
01-03-2021 10:14,220
01-03-2021 10:14,582
01-03-2021 10:14,14
01-03-2021 10:14,629
01-03-2021 10:14,22
01-03-2021 10:14,249
01-03-2021 10:14,1465
01-03-2021 10:14,1122
01-03-2021 10:14,38
01-03-2021 10:14,1337
01-03-2021 10:14,18
01-03-2021 10:14,946
01-03-2021 10:14,529
01-03-2021 10:14,32
01-03-2021 10:14,435
01-03-2021 10:14,551
01-03-2021 10:14,81
01-03-2021 10:14,263
01-03-2021 10:14,991
01-03-2021 10:14,96
01-03-2021 10:14,596
01-03-2021 10:14,44
01-03-2021 10:14,215
01-03-2021 10:14,1142
01-03-2021 10:14,2225
01-03-2021 10:14,529
01-03-2021 10:14,622
01-03-2021 10:14,35335
01-03-2021 10:14,24
01-03-2021 10:14,422
01-03-2021 10:14,14
01-03-2021 10:14,14
01-03-2021 10:14,34
01-03-2021 10:14,49
01-03-2021 10:14,63
01-03-2021 10:14,561
01-03-2021 10:14,343
01-03-2021 10:14,236
01-03-2021 10:14,9
01-03-2021 10:14,536
01-03-2021 10:14,486
01-03-2021 10:14,9
01-03-2021 10:14,917
01-03-2021 10:14,16
01-03-2021 10:14,1534
01-03-2021 10:14,21
01-03-2021 10:14,533
01-03-2021 10:14,16
01-03-2021 10:14,31
01-03-2021 10:14,188
01-03-2021 10:14,19
01-03-2021 10:14,315
01-03-2021 10:14,84
01-03-2021 10:14,1580
01-03-2021 10:14,293
01-03-2021 10:14,941
01-03-2021 10:14,58
01-03-2021 10:14,875
01-03-2021 10:14,10
01-03-2021 10:14,1173
01-03-2021 10:14,210
01-03-2021 10:14,141
01-03-2021 10:14,1213
01-03-2021 10:14,999
01-03-2021 10:14,157
01-03-2021 10:14,909
01-03-2021 10:14,194
01-03-2021 10:14,769
01-03-2021 10:14,35
01-03-2021 10:14,1016
01-03-2021 10:14,1152
01-03-2021 10:14,568
01-03-2021 10:14,17
01-03-2021 10:14,171
01-03-2021 10:14,1255
01-03-2021 10:14,26
01-03-2021 10:14,750
01-03-2021 10:14,18
01-03-2021 10:14,399
01-03-2021 10:14,981
01-03-2021 10:14,48
01-03-2021 10:14,275
01-03-2021 10:14,24
01-03-2021 10:14,12
01-03-2021 10:14,261
01-03-2021 10:14,1308
01-03-2021 10:14,512
01-03-2021 10:14,482
01-03-2021 10:14,57
01-03-2021 10:14,464
01-03-2021 10:14,5
01-03-2021 10:14,10
01-03-2021 10:14,26
01-03-2021 10:14,148
01-03-2021 10:14,93
01-03-2021 10:14,85
01-03-2021 10:14,730
01-03-2021 10:14,68
01-03-2021 10:14,69
01-03-2021 10:14,41
01-03-2021 10:14,37
01-03-2021 10:14,439
01-03-2021 10:14,798
01-03-2021 10:14,287
01-03-2021 10:14,802
01-03-2021 10:14,641
01-03-2021 10:14,9
01-03-2021 10:14,760
01-03-2021 10:14,24
01-03-2021 10:14,348
01-03-2021 10:14,81
01-03-2021 10:14,325
01-03-2021 10:14,237
01-03-2021 10:14,91
01-03-2021 10:14,686
01-03-2021 10:14,684
01-03-2021 10:14,1605
01-03-2021 10:14,136
01-03-2021 10:14,132
01-03-2021 10:14,53
01-03-2021 10:14,187
01-03-2021 10:14,116
01-03-2021 10:14,1261
01-03-2021 10:14,22
01-03-2021 10:14,416
01-03-2021 10:14,693
01-03-2021 10:14,7
01-03-2021 10:14,76
01-03-2021 10:14,108
01-03-2021 10:14,361
01-03-2021 10:14,115
01-03-2021 10:14,115
01-03-2021 10:14,65
01-03-2021 10:14,810
01-03-2021 10:14,1077
01-03-2021 10:14,11
01-03-2021 10:14,1420
01-03-2021 10:14,630
01-03-2021 10:14,743
01-03-2021 10:14,344
01-03-2021 10:14,10
01-03-2021 10:14,262
01-03-2021 10:14,430
01-03-2021 10:14,378
01-03-2021 10:14,1266
01-03-2021 10:14,13
01-03-2021 10:14,208
01-03-2021 10:14,433
01-03-2021 10:14,174
01-03-2021 10:14,10
01-03-2021 10:14,166
01-03-2021 10:14,41
01-03-2021 10:14,30
01-03-2021 10:14,197
01-03-2021 10:14,967
01-03-2021 10:14,959
01-03-2021 10:14,381
01-03-2021 10:14,723
01-03-2021 10:14,35454
01-03-2021 10:14,1083
01-03-2021 10:14,690
01-03-2021 10:14,868
01-03-2021 10:14,19
01-03-2021 10:14,840
01-03-2021 10:14,1310
01-03-2021 10:14,327
01-03-2021 10:14,72
01-03-2021 10:14,104
01-03-2021 10:14,17
01-03-2021 10:14,723
01-03-2021 10:14,46
01-03-2021 10:14,277
01-03-2021 10:14,453
01-03-2021 10:14,105
01-03-2021 10:14,28
01-03-2021 10:14,20
01-03-2021 10:14,864
01-03-2021 10:14,51
01-03-2021 10:14,1012
01-03-2021 10:14,1363
01-03-2021 10:14,103
01-03-2021 10:14,28
01-03-2021 10:14,2119
01-03-2021 10:14,1041
01-03-2021 10:14,564
01-03-2021 10:15,35363
01-03-2021 10:15,133
01-03-2021 10:15,81
01-03-2021 10:15,175
01-03-2021 10:15,100
01-03-2021 10:15,190
01-03-2021 10:15,15
01-03-2021 10:15,1332
01-03-2021 10:15,369
01-03-2021 10:15,264
01-03-2021 10:15,328
01-03-2021 10:15,239
01-03-2021 10:15,523
01-03-2021 10:15,23
01-03-2021 10:15,16
01-03-2021 10:15,821
01-03-2021 10:15,28
01-03-2021 10:15,585
01-03-2021 10:15,31
01-03-2021 10:15,933
01-03-2021 10:15,493
01-03-2021 10:15,26
01-03-2021 10:15,137
01-03-2021 10:15,1520
01-03-2021 10:15,1175
01-03-2021 10:15,890
01-03-2021 10:15,565
01-03-2021 10:15,267
01-03-2021 10:15,1534
01-03-2021 10:15,1094
01-03-2021 10:15,430
01-03-2021 10:15,104
01-03-2021 10:15,42
01-03-2021 10:15,371
01-03-2021 10:15,1928
01-03-2021 10:15,46
01-03-2021 10:15,243
01-03-2021 10:15,73
01-03-2021 10:15,850
01-03-2021 10:15,1034
01-03-2021 10:15,49
01-03-2021 10:15,404
01-03-2021 10:15,338
01-03-2021 10:15,70
01-03-2021 10:15,106
01-03-2021 10:15,118
01-03-2021 10:15,393
01-03-2021 10:15,307
01-03-2021 10:15,569
01-03-2021 10:15,516
01-03-2021 10:15,440
01-03-2021 10:15,1026
01-03-2021 10:15,171
01-03-2021 10:15,1356
01-03-2021 10:15,20
01-03-2021 10:15,794
01-03-2021 10:15,135
01-03-2021 10:15,273
01-03-2021 10:15,339
01-03-2021 10:15,1559
01-03-2021 10:15,1190
01-03-2021 10:15,60
01-03-2021 10:15,1565
01-03-2021 10:15,798
01-03-2021 10:15,67
01-03-2021 10:15,206
01-03-2021 10:15,52
01-03-2021 10:15,150
01-03-2021 10:15,1218
01-03-2021 10:15,774
01-03-2021 10:15,191
01-03-2021 10:15,122
01-03-2021 10:15,35465
01-03-2021 10:15,425
01-03-2021 10:15,696
01-03-2021 10:15,21
01-03-2021 10:15,19
01-03-2021 10:15,42
01-03-2021 10:15,1428
01-03-2021 10:15,1777
01-03-2021 10:15,29
01-03-2021 10:15,479
01-03-2021 10:15,169
01-03-2021 10:15,1255
01-03-2021 10:15,435
01-03-2021 10:15,20
01-03-2021 10:15,35510
01-03-2021 10:15,191
01-03-2021 10:15,18
01-03-2021 10:15,357
01-03-2021 10:15,213
01-03-2021 10:15,1062
01-03-2021 10:15,31
01-03-2021 10:15,6
01-03-2021 10:15,228
01-03-2021 10:15,976
01-03-2021 10:15,134
01-03-2021 10:15,629
01-03-2021 10:15,881
01-03-2021 10:15,5
01-03-2021 10:15,22
01-03-2021 10:15,58
01-03-2021 10:15,228
01-03-2021 10:15,399
01-03-2021 10:15,1377
01-03-2021 10:15,170
01-03-2021 10:15,1530
01-03-2021 10:15,812
01-03-2021 10:15,2195
01-03-2021 10:15,546
01-03-2021 10:15,93
01-03-2021 10:15,109
01-03-2021 10:15,643
01-03-2021 10:15,111
01-03-2021 10:15,57
01-03-2021 10:15,23
01-03-2021 10:15,1304
01-03-2021 10:15,93
01-03-2021 10:15,263
01-03-2021 10:15,5
01-03-2021 10:15,19
01-03-2021 10:15,1468
01-03-2021 10:15,762
01-03-2021 10:15,377
01-03-2021 10:15,1113
01-03-2021 10:15,1430
01-03-2021 10:15,1160
01-03-2021 10:15,1480
01-03-2021 10:15,17
01-03-2021 10:15,1014
01-03-2021 10:15,39
01-03-2021 10:15,17
01-03-2021 10:15,67
01-03-2021 10:15,730
01-03-2021 10:15,942
01-03-2021 10:15,15
01-03-2021 10:15,490
01-03-2021 10:15,1233
01-03-2021 10:15,331
01-03-2021 10:15,73
01-03-2021 10:15,81
01-03-2021 10:15,785
01-03-2021 10:15,367
01-03-2021 10:15,297
01-03-2021 10:15,13
01-03-2021 10:15,1120
01-03-2021 10:15,34
01-03-2021 10:15,253
01-03-2021 10:15,38
01-03-2021 10:15,1495
01-03-2021 10:15,348
01-03-2021 10:15,618
01-03-2021 10:15,33
01-03-2021 10:15,11
01-03-2021 10:15,728
01-03-2021 10:15,278
01-03-2021 10:15,882
01-03-2021 10:15,10
01-03-2021 10:15,976
01-03-2021 10:15,1860
01-03-2021 10:15,853
01-03-2021 10:15,1201
01-03-2021 10:15,11
01-03-2021 10:15,549
01-03-2021 10:15,327
01-03-2021 10:15,670
01-03-2021 10:15,571
01-03-2021 10:15,65
01-03-2021 10:15,630
01-03-2021 10:15,780
01-03-2021 10:15,956
01-03-2021 10:15,1168
01-03-2021 10:15,251
01-03-2021 10:15,10
01-03-2021 10:15,516
01-03-2021 10:15,406
01-03-2021 10:15,33
01-03-2021 10:15,50
01-03-2021 10:15,151
01-03-2021 10:15,186
01-03-2021 10:15,712
01-03-2021 10:15,9
01-03-2021 10:15,860
01-03-2021 10:15,565
01-03-2021 10:15,9
01-03-2021 10:15,845
01-03-2021 10:15,817
01-03-2021 10:15,118
01-03-2021 10:15,2045
01-03-2021 10:15,35
01-03-2021 10:15,168
01-03-2021 10:15,10
01-03-2021 10:15,9
01-03-2021 10:15,1062
01-03-2021 10:15,477
01-03-2021 10:15,568
01-03-2021 10:15,1332
01-03-2021 10:15,11
01-03-2021 10:15,489
01-03-2021 10:15,12
01-03-2021 10:15,36
01-03-2021 10:15,24
01-03-2021 10:15,446
01-03-2021 10:15,667
01-03-2021 10:15,90
01-03-2021 10:15,537
01-03-2021 10:15,943
01-03-2021 10:15,682
01-03-2021 10:15,25
01-03-2021 10:15,83
01-03-2021 10:15,46
01-03-2021 10:15,336
01-03-2021 10:15,930
01-03-2021 10:15,22
01-03-2021 10:15,520
01-03-2021 10:15,55
01-03-2021 10:15,1281
01-03-2021 10:15,454
01-03-2021 10:15,12
01-03-2021 10:15,27
01-03-2021 10:16,58
01-03-2021 10:16,951
01-03-2021 10:16,215
01-03-2021 10:16,35
01-03-2021 10:16,1558
01-03-2021 10:16,542
01-03-2021 10:16,192
01-03-2021 10:16,10
01-03-2021 10:16,93
01-03-2021 10:16,1015
01-03-2021 10:16,329
01-03-2021 10:16,42
01-03-2021 10:16,20
01-03-2021 10:16,12
01-03-2021 10:16,172
01-03-2021 10:16,905
01-03-2021 10:16,119
01-03-2021 10:16,17
01-03-2021 10:16,1487
01-03-2021 10:16,356
01-03-2021 10:16,1510
01-03-2021 10:16,133
01-03-2021 10:16,732
01-03-2021 10:16,1122
01-03-2021 10:16,776
01-03-2021 10:16,683
01-03-2021 10:16,151
01-03-2021 10:16,374
01-03-2021 10:16,810
01-03-2021 10:16,200
01-03-2021 10:16,36
01-03-2021 10:16,339
01-03-2021 10:16,19
01-03-2021 10:16,565
01-03-2021 10:16,34
01-03-2021 10:16,70
01-03-2021 10:16,396
01-03-2021 10:16,180
01-03-2021 10:16,53
01-03-2021 10:16,516
01-03-2021 10:16,148
01-03-2021 10:16,330
01-03-2021 10:16,1218
01-03-2021 10:16,24
01-03-2021 10:16,394
01-03-2021 10:16,223
01-03-2021 10:16,26
01-03-2021 10:16,1025
01-03-2021 10:16,45
01-03-2021 10:16,434
01-03-2021 10:16,764
01-03-2021 10:16,25
01-03-2021 10:16,1274
01-03-2021 10:16,568
01-03-2021 10:16,2104
01-03-2021 10:16,116
01-03-2021 10:16,834
01-03-2021 10:16,270
01-03-2021 10:16,171
01-03-2021 10:16,1426
01-03-2021 10:16,607
01-03-2021 10:16,12
01-03-2021 10:16,262
01-03-2021 10:16,21
01-03-2021 10:16,798
01-03-2021 10:16,150
01-03-2021 10:16,87
01-03-2021 10:16,1054
01-03-2021 10:16,67
01-03-2021 10:16,486
01-03-2021 10:16,58
01-03-2021 10:16,12
01-03-2021 10:16,38
01-03-2021 10:16,11
01-03-2021 10:16,492
01-03-2021 10:16,52
01-03-2021 10:16,1050
01-03-2021 10:16,1300
01-03-2021 10:16,1728
01-03-2021 10:16,270
01-03-2021 10:16,2041
01-03-2021 10:16,22
01-03-2021 10:16,38
01-03-2021 10:16,438
01-03-2021 10:16,64
01-03-2021 10:16,13
01-03-2021 10:16,7
01-03-2021 10:16,9
01-03-2021 10:16,93
01-03-2021 10:16,118
01-03-2021 10:16,780
01-03-2021 10:16,284
01-03-2021 10:16,1019
01-03-2021 10:16,21
01-03-2021 10:16,774
01-03-2021 10:16,627
01-03-2021 10:16,65
01-03-2021 10:16,663
01-03-2021 10:16,1771
01-03-2021 10:16,541
01-03-2021 10:16,18
01-03-2021 10:16,133
01-03-2021 10:16,473
01-03-2021 10:16,703
01-03-2021 10:16,49
01-03-2021 10:16,5
01-03-2021 10:16,13
01-03-2021 10:16,169
01-03-2021 10:16,107
01-03-2021 10:16,370
01-03-2021 10:16,29
01-03-2021 10:16,73
01-03-2021 10:16,186
01-03-2021 10:16,333
01-03-2021 10:16,19
01-03-2021 10:16,111
01-03-2021 10:16,1205
01-03-2021 10:16,850
01-03-2021 10:16,703
01-03-2021 10:16,35457
01-03-2021 10:16,22
01-03-2021 10:16,42
01-03-2021 10:16,648
01-03-2021 10:16,1343
01-03-2021 10:16,24
01-03-2021 10:16,1096
01-03-2021 10:16,78
01-03-2021 10:16,132
01-03-2021 10:16,106
01-03-2021 10:16,935
01-03-2021 10:16,5
01-03-2021 10:16,963
01-03-2021 10:16,46
01-03-2021 10:16,191
01-03-2021 10:16,1550
01-03-2021 10:16,104
01-03-2021 10:16,426
01-03-2021 10:16,893
01-03-2021 10:16,880
01-03-2021 10:16,58
01-03-2021 10:16,738
01-03-2021 10:16,162
01-03-2021 10:16,1074
01-03-2021 10:16,31
01-03-2021 10:16,300
01-03-2021 10:16,840
01-03-2021 10:16,591
01-03-2021 10:16,245
01-03-2021 10:16,979
01-03-2021 10:16,515
01-03-2021 10:16,9
01-03-2021 10:16,1107
01-03-2021 10:16,409
01-03-2021 10:16,718
01-03-2021 10:16,16
01-03-2021 10:16,590
01-03-2021 10:16,11
01-03-2021 10:16,299
01-03-2021 10:16,41
01-03-2021 10:16,367
01-03-2021 10:16,2195
01-03-2021 10:16,1226
01-03-2021 10:16,545
01-03-2021 10:16,82
01-03-2021 10:16,250
01-03-2021 10:16,55
01-03-2021 10:16,15
01-03-2021 10:16,35375
01-03-2021 10:16,241
01-03-2021 10:16,411
01-03-2021 10:16,559
01-03-2021 10:16,14
01-03-2021 10:16,551
01-03-2021 10:16,30
01-03-2021 10:16,33
01-03-2021 10:16,28
01-03-2021 10:16,940
01-03-2021 10:16,824
01-03-2021 10:16,81
01-03-2021 10:16,262
01-03-2021 10:16,362
01-03-2021 10:16,977
01-03-2021 10:16,1158
01-03-2021 10:16,24
01-03-2021 10:16,96
01-03-2021 10:16,14
01-03-2021 10:16,269
01-03-2021 10:16,897
01-03-2021 10:16,15
01-03-2021 10:16,750
01-03-2021 10:16,25
01-03-2021 10:16,451
01-03-2021 10:16,10
01-03-2021 10:16,1166
01-03-2021 10:17,172
01-03-2021 10:17,182
01-03-2021 10:17,28
01-03-2021 10:17,128
01-03-2021 10:17,741
01-03-2021 10:17,241
01-03-2021 10:17,62
01-03-2021 10:17,40
01-03-2021 10:17,5
01-03-2021 10:17,1030
01-03-2021 10:17,14
01-03-2021 10:17,62
01-03-2021 10:17,656
01-03-2021 10:17,437
01-03-2021 10:17,31
01-03-2021 10:17,1510
01-03-2021 10:17,104
01-03-2021 10:17,690
01-03-2021 10:17,1276
01-03-2021 10:17,711
01-03-2021 10:17,841
01-03-2021 10:17,902
01-03-2021 10:17,712
01-03-2021 10:17,1190
01-03-2021 10:17,930
01-03-2021 10:17,47
01-03-2021 10:17,19
01-03-2021 10:17,854
01-03-2021 10:17,1845
01-03-2021 10:17,42
01-03-2021 10:17,698
01-03-2021 10:17,22
01-03-2021 10:17,1560
01-03-2021 10:17,9
01-03-2021 10:17,339
01-03-2021 10:17,951
01-03-2021 10:17,83
01-03-2021 10:17,73
01-03-2021 10:17,35492
01-03-2021 10:17,30
01-03-2021 10:17,28
01-03-2021 10:17,831
01-03-2021 10:17,105
01-03-2021 10:17,377
01-03-2021 10:17,111
01-03-2021 10:17,120
01-03-2021 10:17,117
01-03-2021 10:17,421
01-03-2021 10:17,12
01-03-2021 10:17,1330
01-03-2021 10:17,787
01-03-2021 10:17,93
01-03-2021 10:17,274
01-03-2021 10:17,2050
01-03-2021 10:17,264
01-03-2021 10:17,502
01-03-2021 10:17,269
01-03-2021 10:17,927
01-03-2021 10:17,1285
01-03-2021 10:17,1322
01-03-2021 10:17,1060
01-03-2021 10:17,47
01-03-2021 10:17,545
01-03-2021 10:17,10
01-03-2021 10:17,22
01-03-2021 10:17,12
01-03-2021 10:17,21
01-03-2021 10:17,15
01-03-2021 10:17,480
01-03-2021 10:17,354
01-03-2021 10:17,67
01-03-2021 10:17,1043
01-03-2021 10:17,842
01-03-2021 10:17,935
01-03-2021 10:17,1358
01-03-2021 10:17,152
01-03-2021 10:17,11
01-03-2021 10:17,52
01-03-2021 10:17,618
01-03-2021 10:17,20
01-03-2021 10:17,76
01-03-2021 10:17,703
01-03-2021 10:17,36
01-03-2021 10:17,979
01-03-2021 10:17,38
01-03-2021 10:17,83
01-03-2021 10:17,596
01-03-2021 10:17,1432
01-03-2021 10:17,172
01-03-2021 10:17,16
01-03-2021 10:17,85
01-03-2021 10:17,15
01-03-2021 10:17,822
01-03-2021 10:17,358
01-03-2021 10:17,253
01-03-2021 10:17,259
01-03-2021 10:17,2110
01-03-2021 10:17,603
01-03-2021 10:17,572
01-03-2021 10:17,894
01-03-2021 10:17,9
01-03-2021 10:17,24
01-03-2021 10:17,1900
01-03-2021 10:17,778
01-03-2021 10:17,423
01-03-2021 10:17,158
01-03-2021 10:17,1111
01-03-2021 10:17,43
01-03-2021 10:17,1043
01-03-2021 10:17,29
01-03-2021 10:17,26
01-03-2021 10:17,16
01-03-2021 10:17,215
01-03-2021 10:17,396
01-03-2021 10:17,7
01-03-2021 10:17,34
01-03-2021 10:17,416
01-03-2021 10:17,195
01-03-2021 10:17,938
01-03-2021 10:17,5906
01-03-2021 10:17,1125
01-03-2021 10:17,57
01-03-2021 10:17,731
01-03-2021 10:17,304
01-03-2021 10:17,1579
01-03-2021 10:17,568
01-03-2021 10:17,818
01-03-2021 10:17,310
01-03-2021 10:17,1204
01-03-2021 10:17,176
01-03-2021 10:17,291
01-03-2021 10:17,143
01-03-2021 10:17,762
01-03-2021 10:17,625
01-03-2021 10:17,9
01-03-2021 10:17,974
01-03-2021 10:17,1104
01-03-2021 10:17,194
01-03-2021 10:17,1013
01-03-2021 10:17,331
01-03-2021 10:17,245
01-03-2021 10:17,1222
01-03-2021 10:17,743
01-03-2021 10:17,593
01-03-2021 10:17,23
01-03-2021 10:17,993
01-03-2021 10:17,1509
01-03-2021 10:17,353
01-03-2021 10:17,13
01-03-2021 10:17,1146
01-03-2021 10:17,17
01-03-2021 10:17,81
01-03-2021 10:17,553
